No.;ClientName;TransactionType;Category1;Description;Price;ContractType;Surface;Area;Address;FormatedLivingArea;Rooms;Baths;Ages;PriceM2;FloorId;AdministrationPrice;Neighborhood;Stratum;Garages;Extras;Latitude;Longitude;Ascesor;Dep¢sito;ModifyDate;Link
22;Al Punto;Venta;Apartamento;Hermoso Apartamento D£plex de 209 M˝ Remodelado Primer piso 124.6 M˝ Segundo Piso 81 M˝ Barrio: Pasadena 4 Habitaciones Grandes con closet + la de servicio  Habitaci¢n principal con un Solar exclusivo Cada habitaci¢n tiene ba§o 5 Ba§os - 1 con Tina Pisos en M†rmol y #Madera  1Dep¢sito  4Parqueaderos propios cubiertos Estrato: 5 Valor #administraci¢n $888.000 #Venta  $980.000.000.;980000000;Professional;209;209;calle 104  51 - 30;208,00 m2;5;5;16 a 30 a§os;4688995.22;6;888000;Pasadena;6;4;Interiores$Ba§o Auxiliar, Ba§o de Servicio, Calentador, Cit¢fono, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Sauna / Turco / Jacuzzi, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.693366051;-74.06195831;1;VERDADERO;2/12/2021 5:11:49 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6090755.aspx
23;Pablo Rincon;Venta;Apartamento;Venta;820000000;Particular;100;100;Carrera 47 106a 68;100,00 m2;3;2;1 a 8 a§os;8200000;0;700000;Pasadena;0;1;;4.695495129;-74.05786896;0;FALSO;2/11/2021 12:40:55 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6085539.aspx
24;Pablo Rincon;Venta;Apartamento;Vendo hermoso apartamento de 1 habitacion 1 ba§o 1 closet salacomedor cocina moderna parqueadero cubierto ascensor terraza zonas sociales gimnasio;345000000;Particular;42;42;carrera 47 106a 68;42,00 m2;1;1;1 a 8 a§os;8214285.71;0;224000;Pasadena;0;1;Interiores$Aire Acondicionado, Alarma, Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Estudio, Hall de Alcobas, Instalaci¢n de gas, Patio, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Gimnasio, Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Sal¢n de Juegos, Sauna / Turco / Jacuzzi, Terraza, Vigilancia, Vista panor†mica, Vivienda Bifamiliar, Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.695625782;-74.05791473;1;FALSO;2/11/2021 12:19:57 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6085497.aspx
25;LILIANA HE;Venta;Apartamento;Pasadena tel £nico 318 472 2714 dos alcobas 1 estudio hall de alcobas 2 ba§os 2 garajes estrato 4 estufa a gas natural 26 a§os antigÅedad calle 103 b con 49 b tiene 80 mt;480000000;Particular;80;80;carrera 49 No. 103;80,00 m2;3;2;9 a 15 a§os;6000000;2;0;Pasadena;2;1;Interiores$Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Porter°a / Recepci¢n|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;1;FALSO;2/14/2021 9:51:18 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6085364.aspx
26;Luis Soto y CIA S.A;Venta;Apartamento;Apartamento duplex con excelente ubicaci¢n,  buenas v°as de acceso,  cerca a  parques,  iglesias,  centro comercial Isierra 100,  estaci¢n de transmilenio,  restaurantes,  bancos,  supermercados,  D1,  Carulla,  Ara. Ubicado en segundo piso interior con buena iluminaci¢n y distribuci¢n. En el primer piso esta la sala comedor con chimenea ,  cocina integral a gas,  zona de lavander°a integrada,  calentador a gas,  balc¢n y ba§o social. En el segundo piso  tres habitaciones, y dos ba§os. Dep¢sito y dos parqueaderos en linea cubiertos. No tiene ascensor. El edificio cuenta con sal¢n comunal,  zona de ni§os,  parqueaderos para visitantes  y vigilancia 24 horas..;500000000;Professional;119;119;Carrera 52 # 106 - 83 Apto 204 B Edificio Pasadena Royal;119,00 m2;3;2;16 a 30 a§os;4201680.67;0;480000;Pasadena;0;2;Interiores$Balc¢n, Ba§o Auxiliar, Cit¢fono, Closet, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas|Exteriores$En conjunto cerrado, Parqueadero Visitantes, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7, Zona Infantil|del Sector$C¢modas vias de acceso, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.696000099;-74.06199646;0;VERDADERO;2/3/2021 1:55:05 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5970862.aspx
27;Daniel  Moncada;Venta;Apartamento;Hermoso apartamento DUPLEX en 5¯, con 2 habitaciones y un tercer nivel con estudio independiente, 3 ba§os, sala comedor con chimenea, cocina y patio de ropas, garaje y deposito. Super ubicado, sector tranquilo y seguro, edificio con ascensor y vigilancia privada.;390000000;Particular;76;76;Cr 53 103b;76,00 m2;2;3;9 a 15 a§os;5131578.95;5;395000;Pasadena;5;1;Interiores$Ba§o Auxiliar, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vivienda Multifamiliar|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.692120552;-74.06256104;1;VERDADERO;1/30/2021 10:17:15 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051923.aspx
28;Jose Padilla;Venta;Apartamento;20-389 Hermoso apartamento con solo 5 a§os de antiguedad, en un 4to piso con ascensor, distribuido en 54 m2 consta de sala comedor con balcon, pisos laminados, cocina abierta tipo americano, zona de ropas, 2 habitaciones, la principal con ba§o y vestier, un ba§o social completo, un parqueadero cubierto e independiente;330000000;Particular;54;54;calle 106  54-27;54,00 m2;2;2;1 a 8 a§os;6111111.11;4;420000;Pasadena;4;1;Interiores$Balc¢n, Barra estilo americano, Calentador, Cit¢fono, Cocina tipo Americano, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Garaje(s), Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694577217;-74.0638504;1;FALSO;2/10/2021 4:06:12 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6083214.aspx
29;Inboni Inmobiliaria;Venta;Apartamento;Venta apartamento tres alcobas en Pasadena. Moderno apartamento nuevo,  extraordinarios acabados. Exterior,  agradable vista a parque. Sala y comedor en un ambiente,  chimenea a gas,  balc¢n de gran tama§o,  moderna cocina abierta con mes¢n,  ba§o social,  zona de lavander°a independiente,  closet de linos,  estar de alcobas,  alcoba principal con vestier y ba§o privado,  alcobas dos y tres con closets de piso a techo,  comparten un ba§o completo. Pisos en madera. Dos garajes en l°nea,  dep¢sito. El edificio cuenta con CCTV,  terraza Sky bbq con vista 360,  dos terrazas con juegos para ni§os,  sal¢n social,  sal¢n de juegos para ni§os,  gimnasio dotado,  teatro,  parqueaderos de visitantes,  dos ascensores £ltima generaci¢n,  planta elÇctrica. Excelente ubicaci¢n,  rodeado de parques,  f†ciles v°as de acceso,  cerca a zonas de comercio..;888000000;Professional;126;126;Calle 104A # 47A - 06;113,00 m2;3;2;1 a 8 a§os;7047619.05;3;689000;Pasadena;3;2;Interiores$Balc¢n, Ba§o Auxiliar, Cableado de Red, Chimenea, Cit¢fono, Closet, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Dep¢sito / Bodega, Escalera de Emergencia, Instalaci¢n de gas, Servicios independientes, Shut de basura, Zona de BBQ|Exteriores$Ascensor(es) inteligente(s), Auditorio, Bah°a exterior de parqueo, Circuito cerrado de TV, Garaje Cubierto, Gimnasio, Parqueadero Visitantes, Planta ElÇctrica, Porter°a / Vigilancia, Sal¢n Comunal, Sal¢n de Juegos, Sal¢n de videoconferencias, Tanques de Agua, Vigilancia privada 24*7, Zona Infantil|del Sector$µrea Urbana, Bombas de gasolina, C¢modas vias de acceso, Parques cercanos, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691999912;-74.05899811;1;VERDADERO;1/22/2021 1:10:16 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5969560.aspx
30;Angela Adriana  Gomez Arenas;Venta;Apartamento;Excelente ubicaci¢n, junto a parque, sala comedor con chimenea, piso en madera maciza, 2 alcobas, ppal con ba§o privado, segunda alcoba con ba§o en hall de alcobas, cocina tipo americano, zona de lavander°a, calentador a gas, 1 garaje cubierto, buenas v°as de acceso, rodeado de parques, zona comercial muy cerca;290000000;Particular;54;54;Carrera 52  106-20;54,00 m2;2;2;16 a 30 a§os;5370370.37;4;440000;Pasadena;4;1;Interiores$Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694739819;-74.06157684;1;FALSO;2/8/2021 3:36:28 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6039153.aspx
31;Derek Florez;Venta;Apartamento;Hermoso apartamento en Pasadena con excelente iluminaci¢n natural y vista al exterior. Cuenta con 3 alcobas amplias cada una con su closet y ba§o privado m†s la de servicio igualmente con su closet y ba§o privado, Ba§o social. Espacios amplios con excelente iluminaci¢n y ventilaci¢n.6 a§os de construido;720000000;Particular;138;138;Cra 51  102;;4;5;1 a 8 a§os;5217391.3;5;0;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Cuarto de servicio, Estudio, Hall de Alcobas, Instalaci¢n de gas|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691382885;-74.06173706;1;FALSO;2/10/2021 2:38:09 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5828010.aspx
32;Jaime Fajardo;Venta;Apartamento;110 mts amplio excelente ubicaci¢n 2 parqueaderos chimenea alcoba de servicio con ba§o luz natural;430000000;Particular;110;110;carrera 51 No 103 b 23 ;110,00 m2;3;2;;3909090.91;0;550000;Pasadena;0;2;Interiores$Ba§o Auxiliar, Calentador, Chimenea, Cocina Integral, Cuarto de servicio, Estudio, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Cuarto de Escoltas, En conjunto cerrado, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691821098;-74.06211853;0;FALSO;2/9/2021 4:40:26 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6078515.aspx
33;David Galvez;Venta;Apartamento;Apartamento con 3 habitaciones, sala comedor, cocina, calentador a gas, dos parqueaderos lineales, deposito. Piso segundo exterior, vigilancia 24 horas. Excelente ubicaci¢n cerca a la autopista norte y a la calle 100. Estrato 5, servicios p£blicos muy comodos.;320000000;Particular;67;67;carrera 50 No 103b 49;62,00 m2;3;2;9 a 15 a§os;4776119.4;2;443000;Pasadena;2;2;Interiores$Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas|Exteriores$Porter°a / Recepci¢n|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.692470074;-74.06111908;0;VERDADERO;2/9/2021 1:05:12 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6078042.aspx
34;Mision Inmobiliaria & Zulma Sandoval Fincaraiz;Venta;Apartamento;Excelente oportunidad. GANGA por motivo de viaje se vende lindo apartamento con excelente ubicaci¢n,  vias de acceso,  acabados,  iluminaci¢n,  ventilaci¢n natural y generosos espacios de 3 habitaciones con closet,  3 ba§os,  sala,  comedor,  cocina,  estudio,  zona de lavander°a, 2 balcones,  2 parqueaderos cubiertos y deposito.   El conjunto cuenta con cancha de Squash,  Gym,  turco,  BBQ y sal¢n social. Cerca al transporte publico,  supermercados y v°as principales. ZNE-1 .;550000000;Professional;135;135;Carrera 50 # 105 02;130,00 m2;3;3;16 a 30 a§os;4074074.07;3;677000;Pasadena;3;2;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o Independiente, Calentador, Cit¢fono, Closet, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Asador, Ascensor, Cancha de Squash, Canchas Deportivas, Cochera, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Gimnasio, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica, Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.608036041;-74.11836243;1;VERDADERO;2/8/2021 10:25:49 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5959792.aspx
35;Adarve e Hijos Ltda;Venta;Apartamento;HERMOSO APARTAMENTO EXTERIOR UBICADO EN PASADENA,  CUENTA CON TRES HABITACIONES,  SALA CON CHIMENEA,  COMEDOR,  ESTUDIO,  COCINA INTEGRAL,  CUARTO Y BA•O DE SERVICIO,  UN GARAJE CUBIERTO .;510000000;Professional;115;115;Carrera 48 # 106A - 80;115,00 m2;3;2;16 a 30 a§os;4434782.61;1;493000;Pasadena;1;1;Interiores$Ba§o Auxiliar, Ba§o Independiente, Chimenea, Cit¢fono, Closet, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Vigilancia|del Sector$Trans. P£blico cercano, Zona Residencial;4.69571209;-74.05850983;0;VERDADERO;2/8/2021 2:22:12 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6024963.aspx
36;Rentahouse Colombia SAS;Venta;Apartamento;            En Venta Hermoso Duplex recien remodelado,  acabados modernos,  espacios soleados e iluminados debido a sus 3 terrazas privadas 2 en primer nivel y 1 en el segundo. De facil acceso vial y cerca de parques y supermercados. El lugar ideal para parejas jovenes o para jovenes independientes.           Gimnasio, Vigilancia Privada, Vista Panoramica                                    Apartamento Interior                .;290000000;Professional;51;51;Pasadena,Bogota,Bogota D.C.;;2;2;16 a 30 a§os;5686274.51;0;0;Pasadena;0;0;Exteriores$Gimnasio, Porter°a / Vigilancia, Vigilancia, Vigilancia privada 24*7, Vista panor†mica|del Sector$Seguridad;4.691608906;-74.06278229;0;FALSO;2/9/2021 4:16:42 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5854091.aspx
37;Tu Casa Ideal Bienes Ra°ces;Venta;Apartamento;OPRTUNIDAD HERMOSO APARTAMENTO DUPLEX CON DOS PARQUEADEROS UN DEPOSITO MAGNIFICA UBICACION CERCA A LA AV SUBA CON CALLE 100 AV 68 AV 19 CON EL MEJOR PRECIO DEL SECTOR NO DEJE PASAR ESTA GRAN OPORTUNIDAD.;490000000;Professional;90;90;cra 54  106 -56;90,00 m2;3;3;9 a 15 a§os;5444444.44;6;320000;Pasadena;6;2;Interiores$Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial|#Apartamento#$Duplex;4.693908215;-74.06442261;1;VERDADERO;2/15/2021 9:20:46 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6060699.aspx
38;MARIA CONSUELO SUAREZ;Venta;Apartamento;Lindo apartamento en 5 piso exterior en  edificio  de 25 a§os de construido,   en de Pasadena cerca  a centros comerciales ,  supermercados,  droguerias,  iglesias,  zona rodeada de parques con transporte publico a pocas cuadras,   y con muchas v°as de acceso.  El apartamento tiene linda vista,  iluminaci¢n y le entra sol a  zona social y a dos de las habitaciones,  tiene muy buenos espacios,  para remodelar ,   esta original .  Edificio con  salon comunal,  zona para ni§os y 10 parqueaderos de visitante.;550000000;Professional;107;107;cra 53n. 107 - 35;107,00 m2;3;4;16 a 30 a§os;5140186.92;5;489000;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o de Servicio, Chimenea, Cit¢fono, Cuarto de Servicio, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica, Zona Infantil|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;5.107358456;-74.91577148;1;VERDADERO;2/11/2021 3:19:09 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6085922.aspx
39;Jorge Avenda§o;Venta;Apartamento;Contacto: tres uno nueve dos siete ocho ocho seis uno siete... Apartamento 3 habitaciones, principal con ba§o, ba§o social completo, estudio, cocina cerrada, zona de lavander°a con ventilaci¢n natural, cuarto y ba§o de servicio, sala comedor con chimenea, 2 garajes independientes. Vigilancia 24 horas. Sala de espera y sal¢n social. ;430000000;Particular;110;110;Carrera 51 No. 103;104,00 m2;3;3;16 a 30 a§os;3909090.91;5;550000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Circuito cerrado de TV, Parqueadero Visitantes, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691959858;-74.06183624;0;FALSO;2/8/2021 3:39:59 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6074504.aspx
40;Y&C Bienes Raices SAS;Venta;Apartamento;EN PASADENA,  SE PERMUTA POR PROPIEDAD EN FUSAGASUGA,  o REMODELE,  PUEDE ESTARUY CERCA DE CALLE 100,  EXCELENTE. OJO TODAS LAS HABITACIONES CON VISTA A LA CALLE,  SECTOR RODEADO DE PARQUES,   MUY CERCA CALLE 100,  AV SUBA,  EXTERIOR,  HABITACIONES MUY CONFOTABLES,  ESTUDIO ABIERTO,  2 BA•OS,  SALA COMEDOR AMPLIA,  CHIMENEA,  COCINA DE BUEN TAMA•O,  ZONA DE LAVANDERIA GENEROSA,  EN SUS ALREDEDORES GOCE DE IGLESIA,  CENTRO COMERCIAL CON 3 ELEFANTES,  SE RECIBE UN INMUEBLE EN FUSAGASUGA..;525000000;Professional;110;110;CRA 59 CALLE 109;100,00 m2;3;2;16 a 30 a§os;4772727.27;3;454000;Pasadena;3;1;Interiores$Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;1;VERDADERO;2/7/2021 3:40:29 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5871757.aspx
41;ALEXANDRA GOMEZ;Venta;Apartamento;VENDO APARTAMENTO DE 72 M2, CUENTA CON 2 HABITACIONES, SALA COMEDOR, 2 BA•OS, BALC‡N, CHIMENEA A GAS, COCINA TIPO AMERICANO, ZONA DE ROPAS INDEPENDIENTE. LA ALCOBA PRINCIPAL ES BASTANTE AMPLIA Y CUENTA CON BA•O PRIVADO. COMO MUY POCOS APARTAMENTOS EN LA ZONA DE ESTA µREA CUENTA CON PARQUEADERO DOBLE EN S‡TANO Y AMPLIO DEP‡SITO. EL EDIFICIO CUENTA CON ASCENSOR, ZONAS SOCIALES: BBQ, TERRAZA, SAL‡N SOCIAL.;465000000;Particular;72;72;CR 51  103B - 60;72,00 m2;2;2;1 a 8 a§os;6458333.33;4;391000;Pasadena;4;2;Interiores$Balc¢n, Ba§o Auxiliar, Barra estilo americano, Chimenea, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas|Exteriores$Ascensor, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.692749977;-74.06166077;1;VERDADERO;2/7/2021 12:32:58 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6072952.aspx
